Frame,k=0,k=1,k=2,k=3,k=4,k=5,k=6,k=7,k=8,k=9,k=10,k=11,k=12,k=13,k=14,k=15,k=16,k=17,k=18,k=19,k=20,k=21,k=22,k=23,k=24,k=25,k=26,k=27,k=28,k=29,k=30,k=31,k=32,k=33,k=34,k=35,k=36,k=37,k=38,k=39,k=40,k=41,k=42,k=43,k=44,k=45,k=46,k=47,k=48,k=49,k=50,k=51,k=52,k=53,k=54,k=55,k=56,k=57,k=58,k=59,k=60,k=61,k=62,k=63,k=64,k=65,k=66,k=67,k=68,k=69,k=70,k=71,k=72,k=73,k=74,k=75,k=76,k=77,k=78,k=79,k=80,k=81,k=82,k=83,k=84,k=85,k=86,k=87,k=88,k=89,k=90,k=91,k=92,k=93,k=94,k=95,k=96,k=97,k=98,k=99,k=100
107,0.0,0.04521182119243239,0.0561421216176371,0.10278750605051112,0.09293383187181081,0.06945327131713186,0.0667780199869773,0.10661832793638149,0.06666365693583065,0.08459356754301417,0.09376107065538275,0.11434914409998087,0.08102782375660122,0.08085956409728523,0.09269317112028386,0.09648106156042668,0.0865126033838296,0.09725059800196989,0.0868573680950504,0.09306737828221412,0.0696705366255237,0.10209972870563444,0.10218945159343107,0.09762497552242144,0.08908225973014605,0.09678493992230552,0.10116785486421265,0.15256387128779847,0.08736784470447456,0.10117741082182374,0.10384366652607901,0.08668306434403672,0.12625362094664905,0.08398588379136906,0.10081083946717861,0.11072697698406853,0.09387800287833503,0.08739544112010467,0.0781774281309513,0.09360985920218301,0.08329988977757685,0.09117863432686091,0.08292000223926554,0.07861736063055913,0.08548075510918807,0.09843569236959915,0.08567608260859794,0.1019723843609226,0.14211308290942426,0.10360933226790314,0.11882184464140577,0.13018238482979616,0.10926895321762964,0.09864100104883533,0.08918118818542686,0.18958036612794127,0.09908602930509214,0.11122350861786268,0.10379974808300008,0.09591038865611035,0.09810885298796745,0.14210614245141173,0.10679377134639578,0.13798584732431118,0.11132904177563197,0.11894452259539301,0.08730252265903415,0.09611392277221054,0.10981089999887372,0.08792306871831723,0.0981131434588407,0.14977357888423637,0.09020058339246095,0.11713779941361957,0.1161603481462884,0.12092705830967465,0.1206390950554862,0.08921434345248791,0.09620362381363246,0.13067932637487945,0.113069089456869,0.08520176852939032,0.10547719464849314,0.11066373428071952,0.15273472129685206,0.08634006924208437,0.08609290061079045,0.09917179153386901,0.09642053497408598,0.12725901541882956,0.14419283530942284,0.10357034659964315,0.14089560593338935,0.11736990427257676,0.1309350622258576,0.1091586259269186,0.1057842799897879,0.16313940724478593,0.12931186225510327,0.09192326096391168,0.09625241670788187
108,0.0,0.05483618319126915,0.06745581042286153,0.07085792693644499,0.12507940108892923,0.10087709459611027,0.08804844376101373,0.07803301003913565,0.1070943959473517,0.08538157902145938,0.09413300013883108,0.10191657780561147,0.10166236023140418,0.09259864896868264,0.0983245933694783,0.09512598447265896,0.08919621468254646,0.07160482518163136,0.0909794415709303,0.07795220831338212,0.10452802526220817,0.08584643639825806,0.09721223378050092,0.09003163923264845,0.10937114811411663,0.10382165245701835,0.09970912726818237,0.1083328228460686,0.13778508344883678,0.10463602288419804,0.10597446384829923,0.09528959726768182,0.10822363084015418,0.12002707206515495,0.10036029334206775,0.09849401829697402,0.10738051507401114,0.09707645968231349,0.09972969770158402,0.07655548886792995,0.07517577991671787,0.09629973242217327,0.09378487351603548,0.08965106344709739,0.08859289001172965,0.09598718434950948,0.11382272767897039,0.10000898957209636,0.08946455259134556,0.1317296229340289,0.10739045053508467,0.1360529947557273,0.12395506864512551,0.12055107171209312,0.11847050401557013,0.09590506321987913,0.17358412497833342,0.11612888846790326,0.10137478325489224,0.10875225537820954,0.08546634538882958,0.08631745148264047,0.1451399627961183,0.10693949170770367,0.1519629877320119,0.11061478318668816,0.11847971158159398,0.08715912818250715,0.0720681521515103,0.10606818750426461,0.09128279257812055,0.11594866317413488,0.1416972032567413,0.09445840976515618,0.11314188679666859,0.12838071831536613,0.11770507882454717,0.1280859170094697,0.09424925534795559,0.11246501735139369,0.1490212379603244,0.1267020296738539,0.09796336073593415,0.08589675782960549,0.09918527200480265,0.15209294322048483,0.08778479800880723,0.09178594527712947,0.07909126750584239,0.1074146688739851,0.13571207703860766,0.15870096095905617,0.10493401726397611,0.12928220702182613,0.1129086374464563,0.11585580059664868,0.11445580330591498,0.12677590793206617,0.17022683320569254,0.14498089762512456,0.10483206378903287
109,0.0,0.06545157064318852,0.06106422811879386,0.06946966893449857,0.08107727572243595,0.12850617856214175,0.09983022642080319,0.08656148871851532,0.08505727667738838,0.1291667131649723,0.08251022086069215,0.10547437006984217,0.1139711027637671,0.13096429013004818,0.08456079839416475,0.09787047517588832,0.10955319893563242,0.11227813378176799,0.10177885075324,0.11780062183132123,0.10494828350628282,0.11239458101561095,0.08317888107081894,0.11261364847356292,0.11285661063255703,0.10371085310902495,0.10777941457600049,0.11333145592790761,0.1201936360923529,0.14126699622115924,0.10224461388470929,0.1190957029058678,0.11971495104228036,0.1025165444163646,0.1139541243633132,0.09607178575397268,0.10990533880215025,0.1296369487888882,0.11473910912085306,0.10111828102300757,0.09648027746552867,0.10282969217159554,0.10285019449776789,0.10992104474131326,0.09827684468135034,0.09326637343624489,0.1055313405134839,0.10976209641355872,0.10678287314747004,0.09913927968006009,0.13686727380142905,0.11676357134020854,0.14044841865606383,0.1479044994203469,0.12892476830919142,0.11645329009895455,0.10830750328111471,0.17448563345070622,0.11393096072325803,0.12093359668400705,0.12180471825364059,0.11561855929221332,0.1169626215163454,0.15890689383253553,0.12358820365722478,0.13372359772916975,0.12424961608264695,0.1297144270675865,0.0943526790737449,0.10636876151116303,0.12884533399151843,0.10931949688344766,0.12037787686348689,0.17237004019798186,0.11115407462201454,0.13894787804099773,0.1323793780924235,0.13707209218738092,0.11367992932508797,0.10788711283123975,0.11729551333511734,0.1239482308135158,0.13106254076702817,0.10226833463117857,0.12165844687787342,0.1286701888489209,0.14267887086980013,0.09692764004700882,0.09610395432106378,0.11078751557186628,0.11439074980747499,0.11898125740607846,0.16049337144183007,0.11927848441418842,0.1591834458140443,0.13879740491480053,0.14486762682222132,0.12073933437569806,0.12359562992670448,0.15029059258641309,0.14084131487446405
110,0.0,0.06866865509761388,0.07189852543358799,0.07043849463451302,0.07815728015808854,0.0811032451339726,0.1322029163640427,0.10117631399430982,0.08170790121531457,0.07527697251623633,0.12481374596334183,0.07584662748390714,0.09883660395762894,0.0979612605963005,0.12044328771723611,0.09534921280233455,0.09678767646880893,0.09953421990131217,0.09763999955387515,0.0986628702230411,0.11144452547836303,0.09779097082340604,0.10124135465200723,0.08817783615608532,0.10389378456661624,0.1081070477791789,0.11111480201966517,0.11224263030989923,0.1062486002239642,0.1164843000137118,0.15926162250506548,0.10528574214940511,0.10824071124820489,0.11432504584036962,0.10301469894627036,0.12582837151411175,0.09969181073553401,0.09094517461719509,0.11455626638108385,0.10665241931064717,0.10833004605888208,0.09241120237728129,0.09825275317845483,0.09017838098766262,0.08169405617826997,0.09471396172848401,0.09639752242868649,0.09429564047965933,0.11322777639614245,0.10102530492546269,0.10552588874102276,0.15545658232690307,0.10648591442826183,0.13542520072095687,0.13751763430669262,0.11898004628214642,0.11312716682845647,0.10065928694811799,0.1989064126956437,0.10635563409540372,0.11787953722511701,0.10894155373498204,0.10797149348160573,0.1098707826829931,0.13661764869588444,0.104808338937458,0.15439552109503596,0.11658799355806071,0.12399844885876421,0.08460383783844339,0.09725551997585802,0.13351398979235596,0.09295798225545449,0.11716607556759473,0.16508418167580263,0.10449947641646062,0.1320958011780985,0.12684450587422258,0.1392962982919338,0.13253130210206288,0.09486836233824181,0.10188721260368538,0.1497850479924293,0.10288445506585897,0.09454482647188278,0.1123425357362754,0.11578469505565336,0.15718078554810455,0.09401510104374866,0.09216556541858556,0.10576381884344677,0.10221440258197545,0.13276190267810262,0.15998766632174177,0.11514053591473372,0.1550427076010119,0.12551436937902083,0.14150953660686116,0.11668458801228254,0.11917550912805641,0.16937853292123872
111,0.0,0.07135873210773447,0.08010855592058275,0.05754246216901504,0.07779375898943153,0.0857749155165155,0.08375037547962205,0.1308316545452476,0.10753752453364973,0.09877576234065255,0.08859674517083027,0.11374138859751082,0.09673294654424602,0.10489906819356232,0.10002046105579043,0.1088445511810121,0.09946569417352213,0.10684474123539234,0.1002615960169897,0.09861055974593091,0.07425201380897584,0.09576443035443982,0.08815456864233173,0.11414682069175786,0.09822177912209851,0.10619664785457017,0.09682879388594678,0.1170118376423549,0.11485155222347054,0.09768536007417838,0.11937845426992333,0.14420320247281004,0.10508586076265225,0.10949025402057166,0.09944151323047723,0.10942625487404845,0.12594938514650922,0.10503204235163,0.10852682596934171,0.10262168824945583,0.10427085193784602,0.09802249771214522,0.07558604653839729,0.08384861316114911,0.10197189174461907,0.09858599959471326,0.10034253702380891,0.09507273261995797,0.10048591969537668,0.12193415499658578,0.10287417644767372,0.09272810953860311,0.1351662871440218,0.1104413788397457,0.13917297069458923,0.12459821428571427,0.13072793383322578,0.11444960855537756,0.09634391549375554,0.17770003537715984,0.12195980882640656,0.11388707535063824,0.1161016383225002,0.08633739209969704,0.09188052454307649,0.14928765951700385,0.11239356777297482,0.15223470620356427,0.11920227084191581,0.12940615892645413,0.09541402934159904,0.0921385727643852,0.11656309044139401,0.10211034833460464,0.11604085857609225,0.14621982175405634,0.10371613576312899,0.1209785316427352,0.133188299345665,0.12635570347556835,0.13303370039292184,0.09621328554333708,0.11052281390260954,0.1542413348335574,0.12565646859007307,0.09884447662087181,0.10146572962908296,0.09730894177821814,0.15856102612064937,0.09741204330175912,0.10356329274123244,0.09076049060960412,0.1095377659634893,0.1464403708246318,0.1557376175915962,0.11091653064925644,0.13308663374804708,0.12320410139306326,0.12402013644058796,0.12207700181088099,0.13135322692574602
112,0.0,0.0657599673821242,0.07592277341592701,0.09530394600562253,0.07549190664570626,0.09490785260942858,0.09098521269566406,0.09948589454912782,0.14915526586776207,0.12275621818100357,0.1014261022312053,0.09040184925813322,0.12854141249830553,0.09995483543160388,0.11628796699823685,0.1200390719839195,0.12636980443582868,0.10977558221594919,0.1090271926251235,0.11839337659431637,0.09867053833233697,0.09356521142386565,0.10819264889380154,0.09582037602350857,0.1145135511952936,0.1030960398440981,0.11723310177715118,0.104808453515988,0.12362776273357534,0.12277404315604701,0.12042425859787986,0.12511780155804764,0.16048013084080082,0.11777414556621968,0.12026436716400979,0.10691500308705493,0.11448080812633454,0.1223643951527259,0.115374343452328,0.1223193322623769,0.11218645641679303,0.11946172188964299,0.12608727432205247,0.09227764061613897,0.09832146548101717,0.10402245195372983,0.10763900606306032,0.10808986868374437,0.1098753746647736,0.10596776304185795,0.1303104895104895,0.11529928486964358,0.10482875788482837,0.1507137658847898,0.11932037731560408,0.15054013370522867,0.1389996163917474,0.13599982324055304,0.1258843991151788,0.1164237888932651,0.199466277424315,0.12267887396636257,0.11874742851989828,0.1269226709920399,0.10697030085219694,0.11150437466375962,0.16136546049492895,0.11877344549278168,0.16534978473516648,0.13118012002747348,0.14024842109920255,0.09779878859506574,0.09199837414198775,0.1327192490496989,0.11026637446058607,0.131988404090276,0.1641269117655234,0.1179807339190373,0.1263478221883476,0.14241701116974204,0.13742901052654777,0.14481591852756937,0.1086158423794682,0.11807591682078578,0.16413173948073734,0.13081127041041796,0.10962864257200444,0.11149284531827564,0.11909784752594121,0.16866786738709894,0.10381030825472759,0.10838487275676767,0.10245120963602561,0.11591558821690617,0.14837758765902742,0.1712885881841416,0.12818272028145505,0.15127532074359218,0.12461326819955643,0.13535876177147854,0.12486468810608453
113,0.0,0.0683661378826399,0.06265478386283063,0.06825925112488951,0.082359780118068,0.07062556508981732,0.07459055171326234,0.08420098318007507,0.0792720612196739,0.12478338178431314,0.09998659846775815,0.08719097858643654,0.07964986097089133,0.11932939407322107,0.0843716006324926,0.09764534530889668,0.10125089168861956,0.11374145045503359,0.09116028305065704,0.10153830868838076,0.08954739510186271,0.09789323084691559,0.08109471917629585,0.10521198086748318,0.08714578498958314,0.09705680192006494,0.0828335242716266,0.08820148691727958,0.09968162608626685,0.10227291807756245,0.10025542065644233,0.08997454140431427,0.11023565369537769,0.15043556521591472,0.09770351144866263,0.09995990082513939,0.10307533469864427,0.10146571522768044,0.1259280991176006,0.09381185511280155,0.09580640093365655,0.1146705992456255,0.09267683079230193,0.09683896732099673,0.0857116975320874,0.08838396617355171,0.09100198726344788,0.0879496151154654,0.09115707098937953,0.08226953549527838,0.0934439731034794,0.10683636688279075,0.09432311471548271,0.10133478307651356,0.1424275484717753,0.09854580433429527,0.12830938129258274,0.13160397846920202,0.11640784814024596,0.11453574954403223,0.08482341604161148,0.1884419476068805,0.10898909552409952,0.11270829620388523,0.10715707744375869,0.09350905353270822,0.09792354884379428,0.14165530802404314,0.09677930874349439,0.14221783481408357,0.10596030211752017,0.11315561107456928,0.08940808742923645,0.09615817428880091,0.12328982191719373,0.0871906062568637,0.11490132745105763,0.1526349136387427,0.09296371899987599,0.12277936328842287,0.11758720361393915,0.12736320036665416,0.11908955874963423,0.08828150959973413,0.09947276908407654,0.14389737991266371,0.1177453003972746,0.08681065684966593,0.09727637404988154,0.106884417269693,0.1483535643712326,0.08569120196596591,0.08571139786395332,0.09471113442415835,0.10313850801111357,0.12754307918179908,0.1563464719579395,0.09996899749161525,0.14143007065610846,0.12513339415553892,0.12768292413914806
114,0.0,0.07433693151249443,0.07420365322810296,0.08609462009296331,0.10155549075901671,0.10704083821653176,0.1015694101104484,0.09895032200267073,0.1073876575499989,0.10200717813705962,0.14938621554167753,0.0995183682247539,0.11767950568033025,0.10623728393252663,0.13987526546713813,0.11592040635005785,0.12175511014966223,0.1275554308167275,0.14554712538794734,0.11468462290769699,0.12232233228798517,0.11848328001027375,0.12342313538739402,0.10967347562528651,0.10719508378616749,0.1084513895175161,0.11820999678178834,0.11161429900570574,0.12045943033797235,0.1302979805112272,0.1254215827983013,0.13020885940989646,0.11626282247895581,0.12641491592548715,0.17154284741724113,0.11869456293587921,0.1231681668098964,0.12633635855354186,0.11782801264167153,0.1475812013159531,0.11691259302009405,0.1239798118988803,0.11712523828116028,0.12423212724274191,0.10356852788995097,0.10406177904558422,0.11374905832218307,0.11525709024565212,0.11704112527511812,0.12061629741982616,0.11514390183718792,0.11327212350581828,0.12840277700141978,0.11656004089037675,0.1305107063537363,0.1679306488934158,0.13268006983161573,0.15844274422877003,0.12796623888445413,0.1451473968935001,0.1291348386445469,0.11559725811888977,0.21007390701093953,0.1357881215976512,0.1316076187709173,0.13374251430844364,0.11625284076490594,0.12420414350682163,0.16424380394109062,0.13220417267483775,0.16998144163970508,0.1358344403899081,0.1540122188433194,0.11481085942330393,0.1296206048588121,0.15162624606101993,0.11680628360498235,0.14446908243747725,0.17989668318928764,0.12418638637513346,0.1493319925298089,0.1501155377376876,0.1550615159222487,0.15327356427920058,0.12014568555266225,0.12784981635760995,0.16747396530163117,0.1407292216267252,0.11137512809828942,0.12881340726993395,0.12135374514117658,0.18020422115872348,0.10568863286040575,0.11761678033715095,0.12727252297804448,0.10426845974702037,0.15919238128752722,0.17205347836898377,0.12990700446423553,0.16753136761101362,0.14372968235124428
115,0.0,0.08606250503980006,0.07070753365797766,0.08924785694534054,0.06751353578495944,0.09935892042873251,0.10352426641352075,0.0768701081093488,0.09100826988191535,0.1045183559974957,0.09996399113281651,0.1517685104848615,0.11869672053152125,0.11464971704162141,0.10389171087570537,0.12882734230251558,0.11172968678312056,0.12019997461690846,0.11840088363915058,0.12429777279428089,0.11132863041594943,0.11665983084102827,0.11116275683636956,0.10507135662467881,0.0895473768430678,0.10019913158089933,0.09882399727303715,0.11807479029046253,0.10344575480982832,0.11815857932069684,0.11251075369898755,0.12682263847018616,0.12319293210658111,0.1081190443623763,0.12446108400692035,0.1368044124866441,0.11636084504975364,0.12053351735684914,0.11187491115849324,0.10456460594833328,0.13606168917882244,0.11433425308542589,0.10074220963172809,0.11333042108772373,0.11428253800616994,0.10870414070590628,0.08360255932057503,0.0957659746990479,0.09555226093402525,0.11116274122303649,0.10977003765465299,0.10477510365963583,0.11069544744527204,0.13294224480359218,0.1170715287517532,0.10415962898285192,0.14849343550361338,0.12350523274550929,0.13399335155993342,0.13704073704073705,0.13842142035858307,0.13603121790004913,0.10735810654623978,0.18626293376012182,0.13309892848797744,0.10167309437386574,0.12001334408273334,0.09599384983343295,0.09769555893077575,0.13527688849533415,0.12305752222398159,0.1630248594518623,0.13056541468236138,0.12428662016487002,0.11277138777391749,0.10070127183660482,0.10954532456391197,0.11581619472306781,0.13651494584349533,0.1426736588238593,0.1155590657790816,0.13316813765069468,0.14433910146593532,0.1355830616026702,0.1400142617867034,0.10875831297981198,0.122013489097622,0.16406668488658105,0.13703131254725798,0.10922505068709165,0.10641421728409062,0.10842855422861042,0.169644588492756,0.11163590726235695,0.11626176797990706,0.10542454303349669,0.12246477083392171,0.1383873512516528,0.1647720638964072,0.12390253248729244,0.12761803336883204
116,0.0,0.07871047565086176,0.06567348532076422,0.06756454067713868,0.07267651506339423,0.08855312670554105,0.09001624658708851,0.09761729165484767,0.08727143942466431,0.08998126333784295,0.09643806727024318,0.09349749686401698,0.14551482986115039,0.10943156164321866,0.09714900423537898,0.09147498154143241,0.1312294883558598,0.09423394298374521,0.10668335419274089,0.1047518407417507,0.12404849810839147,0.09631853445095828,0.10953961289172998,0.09961201840656864,0.101771844522487,0.09327563667087213,0.10955595713003052,0.09923026196106965,0.10690695125206595,0.09306589998415327,0.09964581277697615,0.10919747056706597,0.11435510774501845,0.11497100834394003,0.10295026082181746,0.11959986379292054,0.1576438309182886,0.11086497113363514,0.11098719137822133,0.1170040692625951,0.10785951289980367,0.1431024029826221,0.10278916090366796,0.10622706480376798,0.12614563572783577,0.10210697828071025,0.10255026082212959,0.09574656295121076,0.09693611325377738,0.09762952658943724,0.09782467624072455,0.0986212654571712,0.09041223525134079,0.10189564019827113,0.11563071555192883,0.10151950904685336,0.10888491285434188,0.15230449734268237,0.10891484362524806,0.1392146183685492,0.1410240065628655,0.12595479086061434,0.12182886869574028,0.09543170267737999,0.19496764196010008,0.1167761033066903,0.11487598647125141,0.10700697615779009,0.09515093457411017,0.10333787465940059,0.14760676573337772,0.10982991723854907,0.1528847535168466,0.11902203420504931,0.12830540864850448,0.09909945650017848,0.10250086658067159,0.12853321848720445,0.10165594418267487,0.121121348710574,0.16025355871886116,0.10140796996330748,0.13405639671557645,0.13029752224241842,0.13935772308604888,0.13092451644826453,0.09842421352587905,0.11254226190812167,0.15237235319378528,0.12632079695545106,0.0991363677577296,0.1107576306493977,0.12119761298155018,0.15757393080813153,0.09573168662843956,0.09801017524024869,0.10141188397377854,0.11465825041012223,0.1403401579701612,0.16369047619047616,0.1102987126609174
117,0.0,0.06303848610943241,0.07347692800439254,0.08232424824347961,0.06491428182297965,0.09582844412700031,0.07920786440060146,0.09012017879309098,0.09505072585617402,0.07863196571422104,0.08078149204139817,0.09230596742999697,0.08468139451514611,0.13720631681625284,0.10630129364306584,0.0928657368209973,0.08656347445009416,0.12367989651057754,0.09308035714285712,0.09729240682304652,0.0998027436060267,0.12495225041008473,0.08303965627096854,0.09120819370159128,0.0860844761013444,0.10266495828833921,0.08157043199347169,0.10063537841065273,0.08808047526897489,0.09247308185262348,0.0889141360436092,0.09501246601459823,0.10825637382587416,0.10455602253420371,0.10635112860362639,0.09810599203475745,0.10377044081052256,0.14732307343479867,0.10419529816964057,0.097320464324688,0.10810400306023715,0.10159597347678662,0.12953329955525528,0.10128923612069685,0.09865852633937322,0.12040455205865896,0.0971303528890366,0.10019758852190319,0.08977327926075707,0.08762695279549215,0.09736504579104877,0.0929618506402885,0.0940915862715449,0.08836849105203792,0.09445916239219887,0.11375118803461559,0.09463770147161876,0.10708217855872837,0.14122672398987246,0.10889440252952332,0.13551453216856213,0.13529986175418574,0.12212661003014524,0.11411488457441177,0.09241811213180617,0.19263181650547967,0.11409083088671945,0.11181487485446573,0.10406640934338263,0.09278379550613691,0.0996139126140585,0.14228130216562362,0.1109868557845225,0.1461750577215578,0.10674933450146573,0.12370040663809212,0.09918921941400138,0.09630171274291977,0.1255466033605258,0.09316644683299191,0.11839423190310139,0.1557745286183252,0.09747359422278712,0.13057124921531704,0.12468259978617247,0.12836043855392787,0.12307743158080298,0.0944357762636524,0.10780542544342031,0.1486184898101376,0.12342797730314459,0.09782176888257244,0.10330810204653773,0.11444902749643104,0.15565281138554643,0.08605238068532328,0.09596904332482736,0.10322953681716884,0.10579855289365003,0.1405501671324456,0.14780068892169473
118,0.0,0.059012154124644445,0.0729011849478658,0.06865481498639181,0.09593088039496922,0.07495453586678291,0.09129306980694629,0.06192723115050003,0.09698466570337261,0.1056367361642725,0.07734996281251783,0.0919878296146045,0.09724739561277207,0.0933609608054009,0.13826746877493623,0.11521404803847557,0.10129467235605727,0.09339506905694728,0.11789095510314751,0.09916923647270948,0.10573686399556359,0.09831987186040969,0.10888947386492398,0.09786029482391367,0.10681780296716115,0.09724097578539925,0.09445226313161126,0.0728576192064021,0.092533663926325,0.08393097777676262,0.10991016441606871,0.09860327028182003,0.10460298477007746,0.09648936840718059,0.12029978394958074,0.1163834616532714,0.10111180198629788,0.12164196934086757,0.1495312669804899,0.1099307002829597,0.11357961783439485,0.10340879965826566,0.11301012683780243,0.12760991825861245,0.10955193392246543,0.11290385964912286,0.1079336429688218,0.10136967951508657,0.10090781331459531,0.075661977658254,0.08621943872969684,0.10123087215598225,0.09800471133249755,0.10494411608168297,0.09406234285746573,0.10471634016532672,0.12440001785993349,0.10715290041731818,0.09947970625440017,0.1327269967790713,0.11473273967326036,0.1387988856210779,0.12583939329821714,0.12944964193372333,0.11896602094476161,0.0934861039527416,0.18147078899370017,0.11658028187934488,0.10759593590365246,0.11375496533997975,0.08654883317448447,0.08989775284099,0.1540702886856733,0.1164809543481583,0.15341178024590796,0.12304811601374266,0.1350717827379475,0.10572518654406715,0.09676008745776188,0.11566404784373474,0.10583035387517248,0.12173760431174063,0.1464438416111279,0.10561321154879388,0.12251474399070683,0.13516763135083742,0.12651677963299723,0.13172714335550106,0.10071913996960746,0.11596326361054043,0.15379049498437758,0.12961818718235607,0.10265456799864736,0.10476583850580246,0.10061658227412074,0.1605015047363102,0.10082045518404048,0.10357299306967394,0.09713177456874245,0.1141051607282273,0.14611942686580337
119,0.0,0.0617964742748105,0.06914394580376315,0.07764114062654293,0.07028418955291704,0.10046495608748063,0.0735026337103436,0.09857695495993368,0.08575188751125584,0.08778202091855813,0.10511068907848864,0.09096628802178064,0.0913960799446153,0.08879054362722705,0.09136154177922051,0.1402521989126413,0.11081198534848147,0.09614504010989944,0.07983352251229658,0.12906399484332065,0.08722548188280022,0.10540981226477253,0.09914993111412185,0.12440060125623686,0.0950867117887012,0.0984221882585633,0.09702181659556874,0.09787481605694537,0.08955009755537702,0.10425361614544626,0.09682374708757824,0.10067973542341968,0.094671870745212,0.10106294777890223,0.10985069838323425,0.11706824135127814,0.10994076173242062,0.09703601793701322,0.11969961696122577,0.14105821146868358,0.10507890895821925,0.10328678864584762,0.11609955622397305,0.0869669738423674,0.13268619514760693,0.10544945393447214,0.09240201820498606,0.1137803681689653,0.09828444064209652,0.09879244162134992,0.0902383003158197,0.10227704738505539,0.07542486156196293,0.09048338883647977,0.0968237153523257,0.09664646097384999,0.09673504205000205,0.12304084490408784,0.0952988774289133,0.10277211999861913,0.1504572136597837,0.1057849913460106,0.11420693084412104,0.136548602517364,0.12562570913702198,0.11450329736381004,0.09634437991117184,0.19498322147651004,0.10766521520019479,0.10221184776110903,0.1086085945530012,0.10501664627379559,0.10528591503621232,0.1298285531348079,0.1038715932102271,0.1529038087372021,0.12123187132680069,0.11258106938527768,0.09467145380976805,0.09955691576831716,0.11253569421667675,0.09262895896604484,0.1162758786298691,0.1436130688342978,0.09996515898355618,0.13325244889743704,0.1255009396155501,0.1357892470506401,0.12729965351514472,0.09187224631842417,0.10441997747927068,0.15110295540091645,0.12137947340865718,0.09926892772276097,0.1142999665557527,0.1122589689963458,0.1593299615074747,0.10172204156652054,0.10125062984413835,0.10315634437207077,0.10360946101541513
120,0.0,0.07029515552335774,0.07779177695837625,0.0760013517461009,0.057504616196254243,0.10006301197227474,0.08022942556704615,0.08421280819651555,0.07860018473657615,0.09848944674125903,0.09548525988920264,0.10386203849008291,0.099222531238092,0.08832327681627505,0.0913559013144406,0.0899691463054969,0.1425253678119801,0.11479642055648986,0.09735661692103703,0.0837694540302123,0.1256314666998546,0.09156275340376185,0.09672377281538169,0.10804391308300754,0.13222839864043012,0.08932413383782178,0.10372691662003353,0.10154031980403111,0.10189221910862778,0.09778713594449007,0.10517094773125457,0.0971461154668567,0.10517172637694372,0.0949845355568899,0.10695622473956856,0.10992745497402567,0.11644380276685862,0.1093507512321572,0.10709813182980032,0.11565148186342644,0.1651826711918547,0.1100579820431713,0.11404941742986108,0.1175915504166809,0.10833267389412049,0.1424449972172056,0.10599655550336617,0.11294010059442161,0.12078290425556348,0.10577531424092268,0.1093562971913522,0.09110866549735763,0.10402866945208733,0.09796004614453291,0.10523173959565246,0.10830385811407328,0.09966239180677028,0.09951359313093022,0.12527767181995642,0.10731795588077286,0.11543049570503128,0.15376446851438885,0.11437133936507216,0.14089098555820112,0.14026256868398979,0.12269682673906268,0.11510656967363919,0.09539956533117899,0.2019228094382347,0.11417429331409767,0.11997792059298984,0.1171658625926919,0.1083355081755154,0.10964293204995212,0.15615132189957281,0.11833629908412313,0.15634963172522776,0.12814656922452294,0.13506214056356303,0.10104768765634486,0.1099611534862619,0.13142931649272394,0.10658864276901836,0.12516409140246298,0.16464912573226176,0.1042075728343208,0.127262338884501,0.13744179646032606,0.14097369216812816,0.12985587051755076,0.10169077737151677,0.11021334903630553,0.15021317016059554,0.126232266023664,0.09773974704258004,0.12052992089553927,0.12210533525882883,0.1653142943066701,0.09906057881014185,0.09799390582345013,0.11048073373654765
121,0.0,0.06716322000233677,0.06123993709953768,0.07445454019329822,0.07572668758732848,0.08419635220416566,0.09784384656397083,0.09073315708534202,0.07888627110114832,0.11594178140694933,0.09505814620272035,0.10174573673009868,0.11314927837607847,0.09669357501508613,0.09288621452871948,0.102091188025769,0.09771935471120674,0.14107749463184083,0.09694647823372493,0.10382003777318105,0.08924564620659026,0.1279750138372736,0.09460369563371918,0.10204229796216979,0.10621506831401129,0.1281673138900593,0.09425588210190905,0.11209253885952652,0.09711916934352804,0.1025089035688117,0.08778871075024652,0.08876281007428544,0.09639048868107425,0.10523738762589596,0.09673513953869917,0.10579238955285919,0.11294844489616462,0.12031911063101985,0.11500589221774016,0.09752846686812744,0.12151067323481113,0.16059904541427306,0.1075432014552069,0.10779181485519862,0.11660327369276868,0.11181045519403976,0.1432016797185337,0.10752045575134739,0.1095244556000271,0.1034932145567018,0.10127015472997991,0.08525057143841674,0.0915631730901425,0.10478081564075148,0.10102080946599867,0.10214495957055703,0.10548152651815823,0.09811455482072118,0.10735821497786335,0.12318747017711285,0.10380232874229789,0.1141256872719798,0.15051350216874215,0.1163428441384804,0.13722223460449778,0.11501027329786939,0.12342192598686952,0.12118545594025343,0.09238805375014958,0.1944376186753044,0.11843295955934019,0.12714402701277727,0.11729904111271117,0.10596131787259655,0.10605768138980354,0.15534477905994937,0.11110794174192329,0.15284280196124,0.12548687552921256,0.13044009847891203,0.10453243680737145,0.11094553860798229,0.13059426485095194,0.09969793665754423,0.1258070927624294,0.16059178582564926,0.09950552364874499,0.13146132701633628,0.13383700586742875,0.13879320780464188,0.12899306039408043,0.10166066948931296,0.10966675347910271,0.15344979609831366,0.1314103639107832,0.09679215797698537,0.11725454966636717,0.09430695649152876,0.1629309624014047,0.1004384081715668,0.09741579969757552
