Frame,Vehicle_Count,Vehicle_Locations
2567,2,"(128.0,167.0,141.0,173.0)|(406.0,464.0,462.0,479.0)"
2568,1,"(433.0,462.0,490.0,478.0)"
2569,0,
2570,0,
2571,1,"(529.0,465.0,581.0,479.0)"
2572,0,
2573,0,
2574,2,"(257.0,85.0,311.0,108.0)|(351.0,180.0,362.0,188.0)"
2575,2,"(581.0,376.0,594.0,385.0)|(351.0,180.0,362.0,188.0)"
2576,2,"(582.0,376.0,593.0,385.0)|(460.0,217.0,498.0,226.0)"
2577,1,"(582.0,376.0,593.0,385.0)"
2578,3,"(128.0,166.0,142.0,174.0)|(373.0,184.0,415.0,207.0)|(318.0,212.0,366.0,236.0)"
2579,3,"(582.0,376.0,594.0,385.0)|(351.0,180.0,362.0,187.0)|(208.0,0.0,640.0,117.0)"
2580,1,"(209.0,0.0,639.0,116.0)"
2581,1,"(533.0,224.0,600.0,251.0)"
2582,0,
2583,0,
2584,5,"(159.0,270.0,208.0,288.0)|(242.0,234.0,305.0,262.0)|(261.0,212.0,308.0,235.0)|(323.0,212.0,361.0,219.0)|(328.0,182.0,372.0,206.0)"
2585,1,"(213.0,300.0,276.0,324.0)"
2586,1,"(128.0,167.0,141.0,174.0)"
2587,1,"(208.0,0.0,639.0,117.0)"
2588,1,"(581.0,376.0,594.0,386.0)"
2589,1,"(128.0,166.0,141.0,174.0)"
2590,0,
2591,2,"(208.0,80.0,311.0,108.0)|(128.0,167.0,141.0,174.0)"
2592,2,"(582.0,377.0,594.0,386.0)|(259.0,84.0,311.0,108.0)"
2593,2,"(582.0,376.0,594.0,385.0)|(209.0,0.0,639.0,118.0)"
2594,0,
2595,0,
2596,1,"(582.0,376.0,594.0,385.0)"
2597,0,
2598,0,
2599,1,"(128.0,166.0,141.0,174.0)"
2600,1,"(128.0,166.0,141.0,174.0)"
2601,1,"(128.0,167.0,141.0,174.0)"
2602,1,"(581.0,376.0,594.0,386.0)"
2603,3,"(582.0,376.0,594.0,385.0)|(208.0,0.0,639.0,116.0)|(572.0,283.0,622.0,306.0)"
2604,0,
2605,0,
2606,1,"(208.0,0.0,639.0,118.0)"
2607,4,"(258.0,84.0,311.0,108.0)|(489.0,308.0,527.0,314.0)|(582.0,376.0,594.0,385.0)|(128.0,167.0,141.0,174.0)"
2608,2,"(540.0,281.0,589.0,305.0)|(489.0,308.0,526.0,314.0)"
2609,0,
2610,1,"(544.0,281.0,576.0,304.0)"
2611,2,"(581.0,376.0,593.0,385.0)|(575.0,256.0,620.0,278.0)"
2612,2,"(581.0,376.0,593.0,385.0)|(513.0,281.0,564.0,304.0)"
2613,1,"(523.0,280.0,556.0,303.0)"
2614,1,"(351.0,180.0,362.0,188.0)"
2615,2,"(185.0,265.0,237.0,290.0)|(545.0,255.0,589.0,274.0)"
2616,2,"(582.0,376.0,594.0,386.0)|(351.0,180.0,362.0,187.0)"
2617,0,
2618,1,"(582.0,377.0,593.0,385.0)"
2619,3,"(350.0,180.0,362.0,187.0)|(208.0,0.0,639.0,116.0)|(581.0,376.0,594.0,385.0)"
2620,1,"(551.0,233.0,591.0,252.0)"
2621,2,"(581.0,376.0,594.0,386.0)|(542.0,232.0,580.0,252.0)"
2622,4,"(538.0,319.0,581.0,337.0)|(448.0,277.0,498.0,302.0)|(582.0,376.0,594.0,386.0)|(617.0,292.0,639.0,312.0)"
2623,3,"(581.0,376.0,594.0,385.0)|(441.0,277.0,492.0,302.0)|(381.0,462.0,433.0,478.0)"
2624,3,"(434.0,277.0,485.0,302.0)|(580.0,376.0,594.0,386.0)|(514.0,231.0,552.0,250.0)"
2625,3,"(428.0,276.0,478.0,301.0)|(258.0,214.0,310.0,234.0)|(511.0,317.0,553.0,336.0)"
2626,0,
2627,3,"(415.0,276.0,465.0,301.0)|(496.0,464.0,546.0,479.0)|(487.0,228.0,527.0,248.0)"
2628,3,"(478.0,228.0,518.0,247.0)|(408.0,276.0,458.0,301.0)|(351.0,180.0,362.0,190.0)"
2629,3,"(582.0,377.0,594.0,385.0)|(394.0,186.0,445.0,206.0)|(575.0,288.0,623.0,312.0)"
2630,6,"(296.0,462.0,356.0,478.0)|(580.0,376.0,593.0,385.0)|(459.0,220.0,497.0,246.0)|(208.0,80.0,312.0,108.0)|(394.0,275.0,445.0,300.0)|(425.0,248.0,472.0,268.0)"
2631,9,"(582.0,376.0,594.0,385.0)|(327.0,462.0,382.0,479.0)|(459.0,220.0,497.0,226.0)|(448.0,224.0,487.0,245.0)|(403.0,275.0,437.0,300.0)|(454.0,316.0,496.0,334.0)|(566.0,289.0,612.0,310.0)|(301.0,305.0,351.0,326.0)|(564.0,424.0,572.0,432.0)"
2632,2,"(355.0,463.0,415.0,478.0)|(209.0,0.0,639.0,118.0)"
2633,2,"(258.0,85.0,312.0,108.0)|(385.0,464.0,444.0,478.0)"
2634,8,"(415.0,464.0,471.0,478.0)|(420.0,223.0,462.0,242.0)|(582.0,376.0,594.0,386.0)|(383.0,274.0,416.0,299.0)|(359.0,358.0,388.0,368.0)|(366.0,276.0,385.0,298.0)|(277.0,304.0,327.0,326.0)|(256.0,84.0,312.0,108.0)"
2635,10,"(446.0,464.0,500.0,478.0)|(581.0,376.0,593.0,385.0)|(358.0,274.0,409.0,299.0)|(384.0,246.0,456.0,268.0)|(442.0,424.0,449.0,429.0)|(348.0,182.0,398.0,204.0)|(359.0,358.0,388.0,368.0)|(291.0,368.0,311.0,375.0)|(545.0,288.0,589.0,308.0)|(576.0,464.0,614.0,471.0)"
2636,4,"(377.0,246.0,424.0,267.0)|(287.0,466.0,339.0,479.0)|(581.0,376.0,593.0,385.0)|(403.0,222.0,443.0,242.0)"
2637,1,"(259.0,84.0,311.0,108.0)"
2638,2,"(287.0,425.0,342.0,451.0)|(351.0,468.0,396.0,479.0)"
2639,4,"(553.0,466.0,612.0,479.0)|(258.0,84.0,312.0,108.0)|(315.0,426.0,370.0,451.0)|(629.0,294.0,639.0,312.0)"
2640,5,"(259.0,85.0,310.0,108.0)|(580.0,468.0,636.0,479.0)|(442.0,424.0,449.0,430.0)|(405.0,469.0,453.0,478.0)|(207.0,80.0,262.0,105.0)"
2641,0,
2642,0,
2643,1,"(288.0,180.0,337.0,199.0)"
2644,0,
2645,0,
2646,0,
2647,0,
2648,0,
2649,0,
2650,2,"(581.0,376.0,594.0,386.0)|(258.0,84.0,312.0,108.0)"
2651,0,
2652,1,"(208.0,0.0,639.0,117.0)"
2653,1,"(581.0,376.0,594.0,386.0)"
2654,1,"(207.0,80.0,311.0,108.0)"
2655,1,"(582.0,376.0,594.0,385.0)"
2656,0,
2657,1,"(534.0,288.0,577.0,308.0)"
2658,3,"(208.0,80.0,311.0,108.0)|(128.0,166.0,141.0,174.0)|(177.0,204.0,223.0,228.0)"
2659,2,"(581.0,376.0,594.0,385.0)|(576.0,464.0,614.0,472.0)"
2660,0,
2661,1,"(259.0,85.0,312.0,108.0)"
2662,2,"(582.0,376.0,594.0,386.0)|(208.0,0.0,639.0,118.0)"
2663,3,"(333.0,468.0,389.0,479.0)|(359.0,357.0,388.0,369.0)|(501.0,286.0,546.0,307.0)"
2664,1,"(363.0,467.0,419.0,479.0)"
2665,1,"(581.0,376.0,594.0,385.0)"
2666,2,"(424.0,462.0,480.0,479.0)|(359.0,357.0,388.0,369.0)"
2667,3,"(455.0,469.0,504.0,479.0)|(476.0,282.0,524.0,313.0)|(359.0,357.0,388.0,368.0)"
2668,0,
2669,0,
2670,2,"(351.0,180.0,362.0,188.0)|(410.0,246.0,457.0,272.0)"
2671,2,"(208.0,0.0,639.0,116.0)|(128.0,167.0,141.0,174.0)"
2672,0,
2673,1,"(208.0,0.0,639.0,118.0)"
2674,1,"(208.0,0.0,639.0,118.0)"
2675,0,
2676,0,
2677,1,"(415.0,462.0,473.0,479.0)"
2678,0,
2679,0,
2680,0,
2681,0,
2682,1,"(488.0,308.0,525.0,313.0)"
2683,2,"(280.0,467.0,333.0,479.0)|(208.0,0.0,639.0,118.0)"
2684,3,"(311.0,468.0,364.0,479.0)|(287.0,433.0,336.0,454.0)|(351.0,180.0,362.0,189.0)"
2685,2,"(342.0,468.0,395.0,479.0)|(318.0,434.0,367.0,454.0)"
2686,2,"(373.0,468.0,425.0,479.0)|(208.0,0.0,640.0,118.0)"
2687,0,
2688,1,"(442.0,423.0,450.0,430.0)"
2689,0,
2690,0,
2691,1,"(599.0,265.0,639.0,310.0)"
2692,1,"(264.0,430.0,314.0,449.0)"
2693,0,
2694,1,"(208.0,0.0,639.0,117.0)"
2695,0,
2696,0,
2697,2,"(416.0,432.0,467.0,453.0)|(530.0,228.0,575.0,247.0)"
2698,2,"(351.0,180.0,363.0,189.0)|(449.0,434.0,495.0,452.0)"
2699,1,"(582.0,376.0,594.0,385.0)"
2700,0,
2701,1,"(316.0,466.0,377.0,479.0)"
2702,0,
2703,1,"(129.0,167.0,141.0,173.0)"
2704,2,"(566.0,232.0,605.0,250.0)|(623.0,438.0,639.0,456.0)"
2705,1,"(557.0,231.0,596.0,250.0)"
2706,1,"(549.0,231.0,588.0,249.0)"
2707,3,"(459.0,217.0,502.0,226.0)|(434.0,223.0,480.0,241.0)|(128.0,167.0,141.0,174.0)"
2708,1,"(351.0,180.0,362.0,188.0)"
2709,6,"(521.0,229.0,561.0,248.0)|(508.0,314.0,557.0,334.0)|(564.0,466.0,618.0,479.0)|(488.0,308.0,526.0,314.0)|(492.0,436.0,537.0,454.0)|(432.0,462.0,473.0,470.0)"
2710,2,"(207.0,80.0,312.0,108.0)|(498.0,315.0,548.0,334.0)"
2711,2,"(258.0,84.0,311.0,107.0)|(503.0,228.0,543.0,246.0)"
2712,4,"(493.0,227.0,534.0,246.0)|(351.0,180.0,363.0,188.0)|(356.0,464.0,423.0,479.0)|(128.0,168.0,141.0,174.0)"
2713,4,"(484.0,227.0,525.0,246.0)|(581.0,376.0,593.0,385.0)|(504.0,288.0,549.0,307.0)|(610.0,260.0,639.0,280.0)"
2714,4,"(128.0,167.0,141.0,174.0)|(442.0,424.0,449.0,430.0)|(417.0,464.0,483.0,479.0)|(581.0,376.0,593.0,385.0)"
2715,7,"(495.0,288.0,541.0,307.0)|(615.0,287.0,639.0,310.0)|(449.0,465.0,514.0,479.0)|(351.0,180.0,362.0,188.0)|(128.0,166.0,141.0,174.0)|(592.0,260.0,639.0,279.0)|(322.0,212.0,361.0,218.0)"
2716,0,
2717,1,"(573.0,258.0,621.0,278.0)"
2718,4,"(603.0,288.0,639.0,310.0)|(207.0,80.0,311.0,108.0)|(209.0,0.0,639.0,118.0)|(482.0,277.0,526.0,314.0)"
2719,3,"(208.0,0.0,639.0,119.0)|(566.0,467.0,630.0,479.0)|(584.0,228.0,630.0,252.0)"
2720,4,"(173.0,234.0,226.0,257.0)|(463.0,191.0,508.0,211.0)|(415.0,223.0,455.0,244.0)|(258.0,84.0,310.0,108.0)"
2721,1,"(581.0,376.0,594.0,385.0)"
2722,1,"(152.0,233.0,203.0,256.0)"
2723,1,"(384.0,222.0,426.0,242.0)"
2724,2,"(374.0,222.0,416.0,240.0)|(259.0,84.0,310.0,108.0)"
2725,2,"(337.0,463.0,388.0,479.0)|(128.0,167.0,141.0,174.0)"
2726,4,"(353.0,220.0,395.0,239.0)|(368.0,464.0,421.0,479.0)|(322.0,212.0,361.0,218.0)|(406.0,188.0,452.0,208.0)"
2727,0,
2728,5,"(388.0,184.0,434.0,207.0)|(424.0,286.0,469.0,303.0)|(332.0,216.0,372.0,238.0)|(580.0,376.0,594.0,385.0)|(206.0,80.0,311.0,108.0)"
2729,1,"(464.0,465.0,516.0,479.0)"
2730,5,"(411.0,284.0,456.0,303.0)|(323.0,215.0,351.0,236.0)|(369.0,185.0,415.0,206.0)|(497.0,466.0,546.0,479.0)|(262.0,84.0,311.0,108.0)"
2731,0,
2732,0,
2733,4,"(278.0,215.0,319.0,235.0)|(341.0,182.0,386.0,204.0)|(128.0,167.0,141.0,174.0)|(391.0,284.0,435.0,302.0)"
2734,1,"(582.0,376.0,594.0,385.0)"
2735,0,
2736,2,"(244.0,213.0,286.0,232.0)|(369.0,283.0,414.0,302.0)"
2737,1,"(582.0,376.0,594.0,385.0)"
2738,2,"(581.0,376.0,594.0,385.0)|(295.0,180.0,341.0,201.0)"
2739,1,"(582.0,376.0,594.0,385.0)"
2740,2,"(581.0,376.0,594.0,385.0)|(508.0,284.0,552.0,307.0)"
2741,4,"(265.0,176.0,316.0,200.0)|(177.0,203.0,233.0,230.0)|(128.0,168.0,141.0,174.0)|(276.0,454.0,303.0,470.0)"
2742,5,"(173.0,302.0,194.0,322.0)|(177.0,203.0,221.0,230.0)|(257.0,177.0,303.0,198.0)|(128.0,168.0,141.0,174.0)|(195.0,302.0,215.0,316.0)"
2743,2,"(582.0,376.0,594.0,385.0)|(168.0,203.0,217.0,229.0)"
2744,1,"(208.0,0.0,639.0,116.0)"
2745,3,"(146.0,208.0,187.0,227.0)|(282.0,441.0,299.0,448.0)|(208.0,0.0,639.0,118.0)"
2746,0,
2747,0,
2748,1,"(581.0,376.0,594.0,386.0)"
2749,2,"(518.0,192.0,569.0,218.0)|(596.0,286.0,639.0,308.0)"
2750,1,"(443.0,462.0,457.0,472.0)"
2751,0,
2752,2,"(599.0,195.0,639.0,221.0)|(584.0,285.0,631.0,308.0)"
2753,3,"(581.0,376.0,594.0,385.0)|(592.0,195.0,639.0,221.0)|(443.0,424.0,449.0,430.0)"
2754,0,
2755,2,"(581.0,376.0,594.0,386.0)|(606.0,459.0,639.0,478.0)"
2756,0,
2757,1,"(582.0,453.0,639.0,478.0)"
2758,1,"(608.0,453.0,639.0,478.0)"
2759,1,"(582.0,376.0,594.0,386.0)"
2760,0,
2761,2,"(582.0,376.0,594.0,385.0)|(153.0,207.0,201.0,226.0)"
2762,1,"(488.0,308.0,525.0,314.0)"
2763,0,
2764,0,
2765,1,"(579.0,246.0,639.0,282.0)"
2766,1,"(568.0,245.0,639.0,283.0)"
2767,2,"(581.0,376.0,594.0,385.0)|(554.0,244.0,636.0,282.0)"
2768,1,"(258.0,84.0,311.0,108.0)"
2769,1,"(128.0,167.0,142.0,174.0)"
2770,0,
2771,1,"(351.0,180.0,362.0,188.0)"
2772,0,
2773,0,
2774,0,
2775,1,"(127.0,166.0,141.0,174.0)"
2776,0,
2777,1,"(128.0,167.0,142.0,174.0)"
2778,0,
2779,1,"(208.0,0.0,639.0,116.0)"
2780,1,"(207.0,0.0,639.0,117.0)"
2781,1,"(208.0,0.0,639.0,118.0)"
2782,0,
2783,0,
2784,0,
2785,0,
2786,2,"(128.0,166.0,141.0,174.0)|(580.0,376.0,594.0,385.0)"
2787,2,"(582.0,376.0,594.0,386.0)|(442.0,424.0,450.0,430.0)"
2788,0,
2789,0,
2790,1,"(128.0,166.0,141.0,174.0)"
2791,1,"(591.0,228.0,629.0,235.0)"
2792,3,"(593.0,228.0,629.0,234.0)|(351.0,180.0,362.0,188.0)|(579.0,233.0,607.0,254.0)"
2793,1,"(351.0,180.0,362.0,188.0)"
2794,1,"(351.0,180.0,362.0,188.0)"
2795,0,
2796,0,
2797,1,"(199.0,175.0,254.0,202.0)"
2798,1,"(351.0,180.0,362.0,188.0)"
2799,1,"(500.0,230.0,546.0,248.0)"
2800,1,"(491.0,228.0,538.0,247.0)"
2801,0,
2802,0,
2803,0,
2804,2,"(358.0,437.0,401.0,456.0)|(208.0,0.0,639.0,116.0)"
2805,3,"(321.0,208.0,362.0,218.0)|(208.0,80.0,312.0,108.0)|(384.0,438.0,432.0,457.0)"
2806,0,
2807,0,
2808,1,"(464.0,441.0,508.0,458.0)"
2809,1,"(487.0,441.0,531.0,459.0)"
2810,0,
2811,1,"(258.0,84.0,312.0,108.0)"
2812,1,"(295.0,431.0,348.0,450.0)"
2813,0,
2814,0,
2815,3,"(459.0,216.0,498.0,226.0)|(375.0,434.0,426.0,453.0)|(322.0,212.0,361.0,218.0)"
2816,0,
2817,1,"(425.0,435.0,476.0,454.0)"
2818,1,"(353.0,250.0,398.0,268.0)"
2819,0,
2820,0,
2821,2,"(582.0,376.0,594.0,385.0)|(295.0,464.0,342.0,478.0)"
2822,1,"(327.0,464.0,374.0,478.0)"
2823,0,
2824,1,"(387.0,466.0,435.0,479.0)"
2825,1,"(417.0,462.0,472.0,479.0)"
2826,1,"(208.0,0.0,639.0,116.0)"
2827,3,"(128.0,166.0,141.0,174.0)|(86.0,164.0,94.0,172.0)|(208.0,0.0,638.0,116.0)"
2828,1,"(208.0,0.0,638.0,117.0)"
2829,1,"(581.0,376.0,593.0,386.0)"
2830,2,"(568.0,464.0,615.0,479.0)|(565.0,228.0,630.0,251.0)"
2831,0,
2832,1,"(582.0,377.0,594.0,385.0)"
2833,1,"(258.0,85.0,311.0,108.0)"
2834,1,"(524.0,227.0,570.0,247.0)"
2835,1,"(128.0,167.0,141.0,173.0)"
2836,1,"(208.0,0.0,638.0,116.0)"
2837,1,"(471.0,200.0,516.0,218.0)"
2838,0,
2839,1,"(322.0,277.0,375.0,299.0)"
2840,1,"(180.0,75.0,193.0,85.0)"
2841,0,
2842,2,"(582.0,376.0,594.0,386.0)|(208.0,0.0,640.0,117.0)"
2843,1,"(208.0,0.0,639.0,116.0)"
2844,0,
2845,0,
2846,0,
2847,3,"(460.0,217.0,498.0,228.0)|(208.0,0.0,639.0,118.0)|(399.0,248.0,415.0,266.0)"
2848,1,"(208.0,0.0,639.0,118.0)"
2849,1,"(208.0,0.0,639.0,116.0)"
2850,0,
2851,1,"(208.0,0.0,639.0,118.0)"
2852,2,"(163.0,34.0,181.0,70.0)|(351.0,180.0,362.0,188.0)"
2853,2,"(351.0,180.0,362.0,188.0)|(128.0,167.0,141.0,174.0)"
2854,0,
2855,0,
2856,1,"(128.0,167.0,141.0,174.0)"
2857,1,"(581.0,376.0,594.0,386.0)"
2858,0,
2859,0,
2860,1,"(459.0,216.0,498.0,226.0)"
2861,0,
2862,0,
2863,0,
2864,0,
2865,0,
2866,0,
2867,0,
2868,0,
2869,0,
2870,1,"(433.0,186.0,479.0,206.0)"
2871,3,"(424.0,186.0,469.0,206.0)|(581.0,376.0,593.0,386.0)|(481.0,228.0,525.0,246.0)"
2872,0,
2873,0,
2874,1,"(207.0,80.0,312.0,108.0)"
2875,0,
2876,1,"(582.0,376.0,593.0,385.0)"
2877,0,
2878,0,
2879,1,"(582.0,376.0,594.0,385.0)"
2880,1,"(449.0,436.0,495.0,458.0)"
2881,0,
2882,2,"(572.0,274.0,639.0,309.0)|(128.0,166.0,141.0,174.0)"
2883,1,"(128.0,166.0,141.0,173.0)"
2884,1,"(293.0,180.0,341.0,202.0)"
2885,1,"(288.0,460.0,355.0,479.0)"
2886,1,"(581.0,377.0,593.0,385.0)"
2887,2,"(209.0,80.0,261.0,104.0)|(259.0,84.0,311.0,107.0)"
2888,1,"(255.0,177.0,301.0,199.0)"
2889,0,
2890,1,"(422.0,463.0,476.0,479.0)"
2891,1,"(284.0,240.0,341.0,266.0)"
2892,0,
2893,0,
2894,0,
2895,1,"(442.0,424.0,449.0,430.0)"
2896,1,"(565.0,465.0,616.0,479.0)"
2897,0,
2898,2,"(555.0,255.0,598.0,276.0)|(602.0,466.0,639.0,479.0)"
2899,0,
2900,0,
2901,1,"(322.0,212.0,360.0,221.0)"
2902,1,"(581.0,376.0,594.0,385.0)"
2903,0,
2904,0,
2905,3,"(533.0,467.0,576.0,478.0)|(625.0,290.0,639.0,310.0)|(580.0,376.0,593.0,385.0)"
2906,2,"(582.0,376.0,594.0,385.0)|(610.0,438.0,639.0,457.0)"
2907,3,"(577.0,466.0,622.0,479.0)|(609.0,287.0,639.0,308.0)|(128.0,166.0,141.0,173.0)"
2908,0,
2909,2,"(209.0,0.0,639.0,116.0)|(458.0,434.0,504.0,454.0)"
2910,1,"(209.0,0.0,639.0,117.0)"
2911,4,"(128.0,166.0,141.0,174.0)|(512.0,435.0,560.0,456.0)|(581.0,376.0,594.0,385.0)|(295.0,459.0,345.0,478.0)"
2912,1,"(323.0,461.0,372.0,478.0)"
2913,0,
2914,0,
2915,1,"(284.0,261.0,362.0,298.0)"
2916,0,
2917,2,"(453.0,463.0,497.0,479.0)|(359.0,357.0,388.0,368.0)"
2918,1,"(250.0,259.0,328.0,294.0)"
2919,2,"(322.0,243.0,365.0,264.0)|(503.0,464.0,547.0,479.0)"
2920,1,"(527.0,465.0,571.0,479.0)"
2921,1,"(552.0,465.0,594.0,478.0)"
2922,3,"(577.0,465.0,619.0,478.0)|(581.0,376.0,594.0,385.0)|(442.0,424.0,450.0,430.0)"
2923,2,"(601.0,466.0,639.0,479.0)|(129.0,168.0,141.0,174.0)"
2924,0,
2925,1,"(581.0,376.0,594.0,385.0)"
2926,0,
2927,0,
2928,2,"(326.0,462.0,390.0,478.0)|(581.0,376.0,594.0,386.0)"
2929,1,"(581.0,376.0,594.0,385.0)"
2930,4,"(549.0,436.0,598.0,456.0)|(256.0,458.0,276.0,478.0)|(576.0,464.0,613.0,472.0)|(97.0,171.0,143.0,191.0)"
2931,0,
2932,3,"(427.0,463.0,490.0,478.0)|(280.0,460.0,309.0,476.0)|(582.0,376.0,593.0,386.0)"
2933,1,"(453.0,464.0,514.0,479.0)"
2934,2,"(476.0,464.0,539.0,479.0)|(323.0,460.0,379.0,478.0)"
2935,2,"(349.0,461.0,405.0,479.0)|(502.0,464.0,563.0,479.0)"
2936,3,"(325.0,272.0,381.0,296.0)|(374.0,461.0,431.0,479.0)|(209.0,0.0,639.0,116.0)"
2937,6,"(581.0,376.0,594.0,386.0)|(442.0,424.0,449.0,430.0)|(399.0,462.0,455.0,479.0)|(565.0,287.0,608.0,306.0)|(550.0,464.0,610.0,479.0)|(358.0,358.0,388.0,368.0)"
2938,1,"(425.0,462.0,480.0,479.0)"
2939,2,"(448.0,463.0,504.0,479.0)|(597.0,465.0,639.0,479.0)"
2940,2,"(582.0,376.0,593.0,385.0)|(442.0,423.0,449.0,430.0)"
2941,3,"(582.0,376.0,594.0,386.0)|(442.0,424.0,449.0,430.0)|(533.0,465.0,551.0,479.0)"
2942,1,"(521.0,464.0,576.0,478.0)"
2943,1,"(545.0,465.0,599.0,479.0)"
2944,2,"(568.0,464.0,623.0,479.0)|(582.0,376.0,594.0,385.0)"
2945,0,
2946,0,
2947,0,
2948,0,
2949,4,"(542.0,436.0,590.0,454.0)|(581.0,376.0,594.0,385.0)|(590.0,228.0,636.0,252.0)|(442.0,424.0,449.0,430.0)"
2950,1,"(581.0,228.0,629.0,251.0)"
2951,0,
2952,1,"(561.0,226.0,606.0,250.0)"
2953,0,
2954,1,"(582.0,376.0,593.0,385.0)"
2955,1,"(581.0,376.0,594.0,385.0)"
2956,0,
2957,0,
2958,0,
2959,1,"(615.0,248.0,639.0,284.0)"
2960,0,
2961,1,"(459.0,221.0,508.0,245.0)"
2962,1,"(575.0,198.0,620.0,221.0)"
2963,1,"(624.0,292.0,639.0,312.0)"
2964,3,"(518.0,250.0,545.0,278.0)|(616.0,292.0,639.0,312.0)|(582.0,377.0,593.0,385.0)"
2965,1,"(351.0,180.0,362.0,188.0)"
2966,3,"(497.0,246.0,542.0,278.0)|(582.0,377.0,594.0,386.0)|(601.0,291.0,639.0,311.0)"
2967,0,
2968,3,"(585.0,290.0,630.0,310.0)|(321.0,461.0,374.0,479.0)|(502.0,315.0,551.0,334.0)"
2969,5,"(463.0,242.0,634.0,282.0)|(346.0,462.0,404.0,479.0)|(489.0,308.0,540.0,334.0)|(580.0,376.0,594.0,385.0)|(443.0,422.0,449.0,430.0)"
2970,3,"(569.0,290.0,615.0,310.0)|(375.0,462.0,429.0,479.0)|(351.0,180.0,362.0,189.0)"
2971,4,"(401.0,463.0,455.0,479.0)|(441.0,241.0,611.0,281.0)|(561.0,289.0,607.0,310.0)|(350.0,180.0,362.0,188.0)"
2972,4,"(427.0,462.0,483.0,479.0)|(351.0,180.0,362.0,188.0)|(488.0,308.0,525.0,314.0)|(429.0,246.0,452.0,272.0)"
2973,4,"(454.0,464.0,508.0,479.0)|(581.0,376.0,593.0,385.0)|(442.0,424.0,449.0,430.0)|(625.0,319.0,639.0,338.0)"
2974,3,"(485.0,463.0,533.0,479.0)|(460.0,219.0,498.0,226.0)|(351.0,180.0,362.0,187.0)"
2975,7,"(507.0,464.0,559.0,479.0)|(393.0,238.0,569.0,280.0)|(527.0,287.0,574.0,308.0)|(304.0,212.0,349.0,234.0)|(617.0,284.0,639.0,290.0)|(489.0,308.0,525.0,314.0)|(127.0,166.0,141.0,174.0)"
2976,3,"(535.0,464.0,585.0,479.0)|(520.0,287.0,566.0,308.0)|(351.0,180.0,362.0,188.0)"
2977,5,"(611.0,462.0,639.0,478.0)|(258.0,85.0,312.0,108.0)|(557.0,465.0,611.0,479.0)|(128.0,167.0,141.0,174.0)|(417.0,236.0,547.0,278.0)"
2978,4,"(582.0,465.0,633.0,479.0)|(502.0,287.0,550.0,308.0)|(405.0,236.0,536.0,280.0)|(547.0,228.0,594.0,246.0)"
2979,1,"(581.0,376.0,594.0,386.0)"
2980,3,"(337.0,237.0,381.0,271.0)|(582.0,376.0,594.0,385.0)|(351.0,180.0,362.0,188.0)"
2981,3,"(351.0,180.0,362.0,188.0)|(346.0,302.0,397.0,326.0)|(325.0,234.0,503.0,277.0)"
2982,5,"(314.0,236.0,358.0,269.0)|(353.0,234.0,492.0,275.0)|(334.0,302.0,384.0,326.0)|(582.0,377.0,594.0,385.0)|(521.0,314.0,573.0,333.0)"
2983,1,"(303.0,236.0,347.0,268.0)"
2984,4,"(309.0,234.0,336.0,268.0)|(259.0,84.0,311.0,108.0)|(290.0,238.0,316.0,267.0)|(209.0,80.0,261.0,105.0)"
2985,1,"(208.0,80.0,311.0,108.0)"
2986,4,"(257.0,84.0,311.0,108.0)|(385.0,236.0,447.0,273.0)|(598.0,289.0,639.0,309.0)|(431.0,284.0,477.0,305.0)"
2987,3,"(582.0,376.0,594.0,385.0)|(442.0,423.0,450.0,430.0)|(256.0,232.0,300.0,266.0)"
2988,3,"(243.0,232.0,288.0,265.0)|(489.0,308.0,526.0,326.0)|(411.0,284.0,459.0,304.0)"
2989,2,"(232.0,232.0,278.0,265.0)|(208.0,0.0,639.0,117.0)"
2990,2,"(565.0,287.0,611.0,309.0)|(208.0,0.0,639.0,116.0)"
2991,2,"(207.0,231.0,253.0,264.0)|(217.0,303.0,270.0,322.0)"
2992,0,
2993,1,"(232.0,227.0,304.0,262.0)"
2994,6,"(172.0,228.0,218.0,262.0)|(128.0,166.0,141.0,174.0)|(178.0,301.0,195.0,319.0)|(257.0,84.0,310.0,108.0)|(199.0,301.0,219.0,315.0)|(131.0,176.0,178.0,196.0)"
2995,1,"(581.0,376.0,593.0,385.0)"
2996,2,"(148.0,230.0,193.0,260.0)|(128.0,166.0,142.0,174.0)"
2997,2,"(137.0,232.0,159.0,257.0)|(157.0,226.0,175.0,249.0)"
2998,0,
2999,1,"(208.0,0.0,639.0,116.0)"
3000,1,"(327.0,464.0,377.0,479.0)"
3001,2,"(471.0,284.0,519.0,303.0)|(352.0,464.0,404.0,479.0)"
3002,0,
3003,0,
3004,4,"(591.0,290.0,634.0,310.0)|(433.0,463.0,484.0,479.0)|(484.0,308.0,530.0,336.0)|(207.0,81.0,311.0,108.0)"
3005,0,
3006,0,
3007,1,"(582.0,376.0,594.0,385.0)"
3008,1,"(259.0,84.0,310.0,108.0)"
3009,1,"(565.0,465.0,613.0,479.0)"
3010,2,"(217.0,174.0,268.0,198.0)|(128.0,166.0,140.0,174.0)"
3011,1,"(581.0,376.0,594.0,385.0)"
3012,0,
3013,2,"(434.0,224.0,479.0,243.0)|(461.0,216.0,497.0,226.0)"
3014,0,
3015,0,
3016,0,
3017,0,
3018,0,
